Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
15294,Mezereum 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15295,Borax 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15296,Urtica Uren 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15297,Crataegus Ox. Q 450ml,,1400,1260,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15298,Asvagandha Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15299,Terminalia Arjuna Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15300,Piper Methy 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15301,Sarsaparilla 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15302,Ruta Gra. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15303,Salix Nigra Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15304,Nux Vom Q Strychnos nux-vomica (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15305,Avena Sativa Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15306,Bryonia Alb. 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15307,Nux Vomica Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15308,Passiflora Inc Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15309,Amloki Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15310,Agnus Cast Q Class (C) Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15311,Syzygium Jambo Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15312,Berberis Aque 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15313,Calendula Off Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15314,Sang. Can. 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15315,Uva Ursi Class C Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15316,Mullein Oil Class Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15317,Ledum Pal. 1M 30ml (Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15318,Gelsemium 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15319,Babchi Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15320,B. Rauwplfoa S Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15321,Kalmegh Q (B) Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15322,Chelidonium M. Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15323,Natrum Mur 1M 30ml(Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15324,Acid Phos Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15325,Aesculus Hip. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15326,B.Berberis Vul 450ml (New Life),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15327,Petroleum. 1M 30ml(Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15328,Antim. Crud. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15329,Phosphorus 30 – 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15330,Gymnema Sylvestre Q (B) Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15331,Gymnema Syl Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15332,Sabal Serru. 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15333,Urtica Urens Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15334,Mezereum 1M 30ml (Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15335,Hamamelis Vir Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15336,Ignatia A. 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15337,Phytolacca D Class(B) Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15338,Urtica Uren 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15339,Antim Tart 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15340,Coffea Crud Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15341,Alumina 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15342,Aloe Soc 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15343,Bouchi Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15344,Allium Cepa 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15345,Robenia 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15346,Hypericum Per Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15347,Hydrastis Canadensis-Q 500ml (Zoha),,1600,1450,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15348,Tellurium 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15349,Conium Mac. Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15350,B. Sarsaparilla (A) Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15351,Tribulus Terr Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15352,Brahmi Q Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15353,Staphysagria Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15354,Terebinthinae Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15355,Belladonna 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15356,Antim Crud. 1m 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15357,Fucus V Class C Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15358,Tabacum Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15359,Celendula OFF Q(B) Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15360,Aralia Race Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15361,Asip Mel 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15362,Berberis Vul. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15363,Kreosote 30 -30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15364,Argent Nit 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15365,Ignatia A. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15366,Acid Pic 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15367,Kali Brom 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15368,Allium Sat Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15369,Merc Sol 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15370,Syzygium Jamb Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15371,Merc. Sol 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15372,Rumex C. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15373,Gelsemium 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15374,Blatta Ori 200 30ml(Zoha Homeo),,140,112,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15375,Ipecac 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15376,Colocynthis Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15377,Thiosinamin 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15378,Physostigma 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15379,Rhus Tox Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15380,Passiflora In 30 – 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15381,Fraxinus Ame (C) Mother Tincture 450ml (Deeplaid),,1100,990,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15382,Paeonia Off 30 – 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15383,China Off Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15384,Allium Cepa Class (A) Mother Tincture 450ml( New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15385,Hecla Lava 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15386,Acid Carb 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15387,Holarrhena Antidysenterica Ø – Homoeopathic Medicine for Diarrhoea & Dysentery (60ml),,60,54,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15388,Babchi Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15389,Ignatia A. 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15390,Aesculus Hip. Q 450ml,,1400,1260,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15391,Hypericum Per. Q 450ml,,1400,1260,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15392,Abrotanum. 200 30ml(Zoha Homoeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15393,Amyl Nit. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15394,Podophylum. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15395,Merc Cor 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15396,ACIDUM CARBOLICUM Q (B) Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15397,Kali Muriaticum 12X Biochemic Tablet 450gm (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15398,Damiana Class D 450ml (New Life),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15399,Pathar kuchi Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15400,Bryonia Alba Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15401,Simul Class (A) Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15402,Ledum Pal. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15403,Yohimbinum Class (C) Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15404,Baptisia Tinctora Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15405,Physostigma. 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15406,Crataegus OX 450ml,,980,882,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15407,Sangunaria Can 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15408,Podophyllum 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15409,Dulcamara 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15410,Pulsatilla Class (D) Mother Tincture 450ml( New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15411,Blatta Ori. Q 450ml,,1100,990,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15412,Rauwolfia Ser. Q 450ml,,980,833,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15413,Chirata Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15414,Mezerum 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15415,"Teucrium M. V, 1M 30ml(Zoha Homeo)",,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15416,Plantago M. 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15417,A.Amloki 450ml,,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15418,Cantharis 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15419,Pulsatilla Nig. 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15420,Gelsemium Sem Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15421,Desmodium G. Q 450ml,,600,540,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15422,Podophylum 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15423,Teucrium M. V. 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15424,Abrotanum 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15425,Ipecac 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15426,Cantharis 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15427,Condurango Q 450ml,,980,882,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15428,DISEN-T 500mg Capsules – Homoeopathic Remedy for Dysentery,,280,252,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15429,Acid Int 200 30ml (Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15430,Haritaki Q Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15431,Cassia Sop Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15432,Azadirachta Indica Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15433,Ledum Palustre Q(B) Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
